file,error,num_incorrect_squares,num_incorrect_corners,occupancy_classification_mistakes,piece_classification_mistakes,actual_num_pieces,predicted_num_pieces,time_corner_detection,time_occupancy_classification,time_piece_classification,time_prepare_results
3599.png,None,0,0,0,0,32,32,0.12365885078907013,0.05078733433037996,0.24681698251515627,0.00010602083057165146
2693.png,None,0,0,0,0,32,32,0.1150542814284563,0.050384233705699444,0.24585749115794897,0.00010297074913978577
1173.png,None,0,0,0,0,31,31,0.13827593717724085,0.050082555040717125,0.25044564716517925,0.00010274071246385574
3958.png,None,0,0,0,0,23,23,0.128713290207088,0.05007730331271887,0.1755747999995947,8.703488856554031e-05
0181.png,None,0,0,0,0,22,22,0.13154949434101582,0.050797862000763416,0.17080389149487019,8.654221892356873e-05
4188.png,None,0,0,0,0,23,23,0.14064556267112494,0.05036401376128197,0.18680682964622974,8.72146338224411e-05
4033.png,None,0,0,0,0,18,18,0.13090762123465538,0.05077434051781893,0.14550085552036762,7.910840213298798e-05
0235.png,None,0,0,0,0,30,30,0.11634876113384962,0.0508445855230093,0.23169396352022886,0.00010333117097616196
0995.png,None,0,0,0,0,28,28,0.13844770938158035,0.05077329557389021,0.21333220414817333,9.6173956990242e-05
1603.png,None,0,0,0,0,28,28,0.1368394261226058,0.05099004041403532,0.2152876378968358,9.723473340272903e-05
2421.png,None,1,0,1,0,6,5,0.12610511854290962,0.05158744566142559,0.04701273050159216,5.1966868340969086e-05
2610.png,None,0,0,0,0,14,14,0.13215066958218813,0.05076037533581257,0.11366388574242592,7.080100476741791e-05
2740.png,None,0,0,0,0,32,32,0.1238773986697197,0.05085139349102974,0.2469849642366171,0.00010537076741456985
3156.png,None,0,0,0,0,32,32,0.13536576554179192,0.05088131409138441,0.25621620658785105,0.00010225828737020493
1955.png,None,0,0,0,0,21,21,0.12976801302284002,0.051000405102968216,0.16333808097988367,8.444860577583313e-05
1131.png,None,0,0,0,0,26,26,0.12516340427100658,0.05064851511269808,0.19965415727347136,9.232386946678162e-05
1523.png,None,0,0,0,0,27,27,0.1252589076757431,0.05084700416773558,0.21187337953597307,9.588617831468582e-05
2185.png,None,0,0,0,0,14,14,0.13114267401397228,0.05091127473860979,0.11407287791371346,6.969831883907318e-05
2391.png,None,0,0,0,0,19,19,0.13421647809445858,0.05071962997317314,0.15139914490282536,7.935706526041031e-05
0617.png,None,0,0,0,0,15,15,0.1310323728248477,0.05068621505051851,0.11927877832204103,7.168855518102646e-05
1198.png,None,0,0,0,0,13,13,0.13399464450776577,0.05062805023044348,0.10731259919703007,6.917398422956467e-05
2439.png,None,0,0,0,0,22,22,0.13663697056472301,0.05084695853292942,0.1701132319867611,8.545722812414169e-05
0906.png,None,0,0,0,0,21,21,0.13539836555719376,0.05108638294041157,0.16446347162127495,8.654501289129257e-05
2753.png,None,0,0,0,0,10,10,0.1399898650124669,0.05074574053287506,0.08343683648854494,6.354879587888718e-05
3045.png,None,0,0,0,0,20,20,0.13167924340814352,0.05082134436815977,0.1585061512887478,8.020829409360886e-05
3200.png,None,0,0,0,0,13,13,0.13348212093114853,0.05060661491006613,0.10655281320214272,6.820168346166611e-05
1770.png,None,0,0,0,0,27,27,0.13532660901546478,0.050746265798807144,0.2087003830820322,9.399838745594025e-05
1232.png,None,1,0,1,0,21,20,0.13446938898414373,0.05033199116587639,0.1693507544696331,8.241552859544754e-05
3377.png,None,0,0,0,0,12,12,0.13498587533831596,0.050717572681605816,0.10114482417702675,6.665196269750595e-05
3559.png,None,0,0,0,0,14,14,0.13312484696507454,0.050181263126432896,0.12559347786009312,7.223151624202728e-05
4336.png,None,0,0,0,0,26,26,0.1294355159625411,0.05078215152025223,0.1997273424640298,9.297113865613937e-05
1593.png,None,0,0,0,0,24,24,0.13488116674125195,0.05056838970631361,0.1860601957887411,8.980091661214828e-05
0446.png,None,0,0,0,0,26,26,0.13398407958447933,0.05102914106100798,0.20057538151741028,9.336229413747787e-05
1497.png,None,0,0,0,0,26,26,0.12812416348606348,0.05024112109094858,0.21253628842532635,9.197089821100235e-05
4776.png,None,0,0,0,0,6,6,0.13526516035199165,0.05023629032075405,0.055556902661919594,5.548633635044098e-05
4769.png,None,0,0,0,0,12,12,0.12490144371986389,0.05099609773606062,0.09914027713239193,6.700120866298676e-05
2593.png,None,0,0,0,0,5,5,0.12108452245593071,0.05012111086398363,0.06009172275662422,5.3355470299720764e-05
3748.png,None,0,0,0,0,17,17,0.13614448439329863,0.05084787495434284,0.13507808092981577,7.514003664255142e-05
4713.png,None,0,0,0,0,20,20,0.12244054954499006,0.05034610629081726,0.17245129123330116,8.103810250759125e-05
4192.png,None,0,0,0,0,26,26,0.1322856219485402,0.050419893115758896,0.2101641083136201,9.241700172424316e-05
2032.png,None,0,0,0,0,26,26,0.11988606117665768,0.05103723052889109,0.21256384067237377,9.316951036453247e-05
1611.png,None,0,0,0,0,7,7,0.12745493277907372,0.050741602666676044,0.07604869455099106,5.732104182243347e-05
2202.png,None,0,0,0,0,23,23,0.1327999336645007,0.050278233364224434,0.17641416285187006,8.72444361448288e-05
1112.png,None,0,0,0,0,28,28,0.12673189118504524,0.05012035183608532,0.21730029210448265,9.604077786207199e-05
1271.png,None,0,0,0,0,30,30,0.13827277719974518,0.05076675582677126,0.23179819900542498,9.841471910476685e-05
3541.png,None,0,0,0,0,18,18,0.11870547756552696,0.050211056135594845,0.14333909656852484,7.923413068056107e-05
3636.png,None,0,0,0,0,22,22,0.13139590434730053,0.05074348859488964,0.1686191102489829,8.410122245550156e-05
3816.png,None,0,0,0,0,30,30,0.13767991494387388,0.05035001691430807,0.24465917609632015,0.00010073930025100708
1241.png,None,0,0,0,0,25,25,0.13374855369329453,0.05033859983086586,0.1918774014338851,9.046494960784912e-05
3649.png,None,0,0,0,0,32,32,0.1347936987876892,0.051130748353898525,0.2469334788620472,0.00010457634925842285
0674.png,None,0,0,0,0,26,26,0.11873953975737095,0.05035804491490126,0.19960573688149452,9.209010750055313e-05
2120.png,None,0,0,0,0,16,16,0.124940887093544,0.05047150049358606,0.13808506447821856,7.485225796699524e-05
0524.png,None,0,0,0,0,16,16,0.11311175860464573,0.05077945627272129,0.1255131484940648,7.547158747911453e-05
3738.png,None,0,0,0,0,22,22,0.1366533599793911,0.05090232565999031,0.1702212281525135,8.464604616165161e-05
3208.png,None,0,0,0,0,8,8,0.12013755738735199,0.05054083000868559,0.08322660531848669,5.864165723323822e-05
4409.png,None,0,0,0,0,26,26,0.13819696847349405,0.05024638958275318,0.19811916816979647,9.108800441026688e-05
1802.png,None,0,0,0,0,30,30,0.125908306799829,0.05109530035406351,0.23075741715729237,0.00010120868682861328
1767.png,None,0,0,0,0,19,19,0.12938642781227827,0.051308163441717625,0.15094820596277714,7.926207035779953e-05
3101.png,None,0,0,0,0,18,18,0.13094957545399666,0.05036223214119673,0.14532156940549612,8.033774793148041e-05
1578.png,None,0,0,0,0,15,15,0.11537436582148075,0.050160535611212254,0.13468168303370476,7.218215614557266e-05
4755.png,None,0,0,0,0,26,26,0.13690206594765186,0.05020671617239714,0.1982648056000471,0.0001060953363776207
2146.png,None,0,0,0,0,32,32,0.14162647537887096,0.0510089797899127,0.2465594168752432,0.00010667648166418076
4313.png,None,0,0,0,0,23,23,0.12664371263235807,0.05044553242623806,0.17486053239554167,8.808821439743042e-05
1495.png,None,0,0,0,0,24,24,0.1307736961171031,0.05022892355918884,0.18503354024142027,8.840952068567276e-05
3654.png,None,0,0,0,0,17,17,0.12915307749062777,0.05077285040169954,0.13590549398213625,7.710233330726624e-05
0973.png,None,0,0,0,0,23,23,0.1215538652613759,0.05017927475273609,0.17716410662978888,8.804164826869965e-05
3481.png,None,0,0,0,0,20,20,0.12645888049155474,0.050532737746834755,0.17452138569206,8.238665759563446e-05
0500.png,None,0,0,0,0,30,30,0.12999282497912645,0.050363706424832344,0.22934373561292887,0.00010374374687671661
4815.png,None,0,0,0,0,19,19,0.1311144446954131,0.05086213257163763,0.15126898605376482,7.941294461488724e-05
0982.png,None,0,0,0,0,32,32,0.1279200790449977,0.05024469643831253,0.24501737020909786,0.00010492932051420212
2719.png,None,0,0,0,0,30,30,0.11877577658742666,0.05310621578246355,0.23534784745424986,0.00010110996663570404
4614.png,None,0,0,0,0,32,32,0.13898963667452335,0.05133075267076492,0.2502897195518017,0.00010272208601236343
2718.png,None,0,0,0,0,24,24,0.12525522522628307,0.050525764003396034,0.20171277690678835,9.246636182069778e-05
2114.png,None,0,0,0,0,5,5,0.13110125437378883,0.05018394161015749,0.04534362442791462,5.327817052602768e-05
1039.png,None,0,0,0,0,24,24,0.12431499734520912,0.050159260630607605,0.18611097056418657,9.027402848005295e-05
2801.png,None,0,0,0,0,6,6,0.1420633401721716,0.05062339548021555,0.05706236697733402,5.501881241798401e-05
3725.png,None,0,0,0,0,10,10,0.1208262350410223,0.050287581980228424,0.08116498775780201,6.192456930875778e-05
2960.png,None,0,0,0,0,7,7,0.12303666584193707,0.05034333188086748,0.07541622128337622,5.7505443692207336e-05
3632.png,None,0,0,0,0,31,31,0.1364852013066411,0.05021294020116329,0.24001506064087152,0.00010278075933456421
3221.png,None,0,0,0,0,6,6,0.12421324104070663,0.05030664708465338,0.055574105121195316,5.590636283159256e-05
1129.png,None,0,0,0,0,31,31,0.13440574053674936,0.05041393730789423,0.24548983201384544,0.00010276027023792267
2441.png,None,0,0,0,0,12,12,0.127809745259583,0.050792356953024864,0.11206744238734245,6.812158972024918e-05
2533.png,None,0,0,0,0,12,12,0.12066477723419666,0.050291688181459904,0.09765064902603626,6.772112101316452e-05
3504.png,None,0,0,0,0,2,2,0.1202978165820241,0.050396211445331573,0.04118697065860033,4.681199789047241e-05
0376.png,None,0,0,0,0,23,23,0.13404842652380466,0.050255979411304,0.17435339000076056,8.81953164935112e-05
1809.png,None,0,0,0,0,13,13,0.1213875338435173,0.05055856890976429,0.10586553253233433,6.839446723461151e-05
0152.png,None,0,0,0,0,28,28,0.12336374074220657,0.05032620579004288,0.2144380947574973,9.807664901018143e-05
3861.png,None,0,0,0,0,14,14,0.1314787408336997,0.0504156406968832,0.11237149871885777,7.140450179576874e-05
1084.png,None,0,0,0,0,20,20,0.13276615366339684,0.05010371748358011,0.16030555218458176,8.136779069900513e-05
3909.png,None,0,0,0,0,31,31,0.11888869386166334,0.0501317223533988,0.25406412594020367,0.00010209251195192337
1008.png,None,0,0,0,0,22,22,0.13527903147041798,0.05034273024648428,0.16866762656718493,8.707214146852493e-05
1493.png,None,0,0,0,0,18,18,0.1240604855120182,0.05035728495568037,0.15715256705880165,7.805880159139633e-05
2502.png,None,0,0,0,0,12,12,0.127943217754364,0.05312027037143707,0.09923181403428316,6.62039965391159e-05
0630.png,None,0,0,0,0,20,20,0.1372745679691434,0.05040038749575615,0.157872399315238,8.190702646970749e-05
1182.png,None,0,0,0,0,28,28,0.13304466102272272,0.05083064455538988,0.21451569814234972,9.735114872455597e-05
1605.png,None,0,0,0,0,32,32,0.13853995967656374,0.05088921636343002,0.24750919919461012,0.00010967906564474106
0665.png,None,0,0,0,0,28,28,0.13117697276175022,0.050588115118443966,0.2268736744299531,9.639561176300049e-05
1262.png,None,0,0,0,0,31,31,0.13062888383865356,0.05086215492337942,0.23944956064224243,0.00010214000940322876
3734.png,None,1,0,1,0,31,32,0.13418834749609232,0.050332892686128616,0.2605461608618498,0.00010411068797111511
3978.png,None,0,0,0,0,26,26,0.1349841793999076,0.050952051766216755,0.20022363681346178,9.308382868766785e-05
0092.png,None,0,0,0,0,24,24,0.13777469005435705,0.050698588602244854,0.19783556740731,8.719507604837418e-05
1069.png,None,0,0,0,0,15,15,0.12221500556915998,0.05089301709085703,0.12043488211929798,7.060542702674866e-05
2808.png,None,0,0,0,0,29,29,0.13634182419627905,0.05009751208126545,0.22205549478530884,9.789317846298218e-05
2925.png,None,0,0,0,0,26,26,0.12820017244666815,0.0516227213665843,0.20067328307777643,9.20221209526062e-05
0054.png,None,0,0,0,0,30,30,0.13998259976506233,0.050446788780391216,0.2460980787873268,9.984895586967468e-05
4083.png,None,0,0,0,0,24,24,0.12409271486103535,0.05095485970377922,0.1897092740982771,8.997134864330292e-05
3136.png,None,0,0,0,0,14,14,0.13094765227288008,0.05032043065875769,0.1119761373847723,7.148366421461105e-05
3074.png,None,0,0,0,0,30,30,0.11637216527014971,0.050364378839731216,0.24941963143646717,0.00010030996054410934
1414.png,None,0,0,0,0,31,31,0.1381732076406479,0.05160551890730858,0.24156496673822403,0.00010095443576574326
1913.png,None,0,0,0,0,18,18,0.13386364839971066,0.051259241066873074,0.1575603960081935,7.831025868654251e-05
2107.png,None,0,0,0,0,17,17,0.13312671147286892,0.0507300803437829,0.13418617472052574,7.58785754442215e-05
3915.png,None,0,0,0,0,18,18,0.13420720677822828,0.05017352569848299,0.14484670665115118,7.72625207901001e-05
4497.png,None,0,0,0,0,24,24,0.12345465552061796,0.05011754762381315,0.201285301707685,9.092781692743301e-05
0593.png,None,0,0,0,0,17,17,0.12800855189561844,0.050787740387022495,0.13433870021253824,7.587671279907227e-05
0713.png,None,0,0,0,0,16,16,0.12299656681716442,0.050336895510554314,0.12379737664014101,7.531605660915375e-05
2785.png,None,0,0,0,0,30,30,0.13352391310036182,0.05056130979210138,0.2335012974217534,0.00010164733976125717
2531.png,None,0,0,0,0,4,4,0.11498295702040195,0.05112060345709324,0.052625808864831924,5.245395004749298e-05
0678.png,None,0,0,0,0,32,32,0.13536819629371166,0.050258141942322254,0.26080225594341755,0.00010431557893753052
4574.png,None,0,0,0,0,17,17,0.12208556570112705,0.05022467579692602,0.14761794451624155,7.606297731399536e-05
2742.png,None,0,0,0,0,22,22,0.14115199819207191,0.05017354153096676,0.16929930821061134,8.395221084356308e-05
0454.png,None,0,0,0,0,13,13,0.13002039585262537,0.050155012868344784,0.10606641415506601,6.843730807304382e-05
4303.png,None,0,0,0,0,20,20,0.12898530531674623,0.050325920805335045,0.15680496953427792,8.152611553668976e-05
3205.png,None,0,0,0,0,19,19,0.1361079253256321,0.05047083832323551,0.1628077905625105,8.139666169881821e-05
3602.png,None,0,0,0,0,20,20,0.138060356490314,0.050797656178474426,0.1583119072020054,8.152332156896591e-05
3139.png,None,0,0,0,0,9,9,0.12540630996227264,0.050176164135336876,0.07553334254771471,6.0684047639369965e-05
3226.png,None,0,0,0,0,21,21,0.1267957789823413,0.05011979769915342,0.17701696418225765,8.434802293777466e-05
4765.png,None,0,0,0,0,20,20,0.1342181209474802,0.05111071653664112,0.15769070480018854,8.223112672567368e-05
0521.png,None,0,0,0,0,26,26,0.13056643214076757,0.050727819092571735,0.1987871415913105,9.490083903074265e-05
2150.png,None,0,0,0,0,7,7,0.13689160253852606,0.050119045190513134,0.061898752115666866,5.6269578635692596e-05
1700.png,None,1,0,1,0,32,31,0.12139211781322956,0.05013653542846441,0.25686416681855917,0.00010163523256778717
1416.png,None,0,0,0,0,28,28,0.1277674362063408,0.05069733317941427,0.2151670679450035,9.558070451021194e-05
1943.png,None,0,0,0,0,22,22,0.12431419733911753,0.05081586912274361,0.17041761800646782,8.467491716146469e-05
0293.png,None,0,0,0,0,24,24,0.12134409230202436,0.050242435187101364,0.1868434762582183,9.256042540073395e-05
3122.png,None,0,0,0,0,5,5,0.13323794584721327,0.050094581209123135,0.06256742868572474,5.3785741329193115e-05
4412.png,None,0,0,0,0,24,24,0.13167298585176468,0.050221649929881096,0.18563899118453264,9.300746023654938e-05
0462.png,None,0,0,0,0,20,20,0.12242914456874132,0.05020984914153814,0.1710847532376647,8.174125105142593e-05
1220.png,None,0,0,0,0,17,17,0.12444065418094397,0.0502409003674984,0.13317560870200396,7.745902985334396e-05
0721.png,None,0,0,0,0,17,17,0.13818877935409546,0.050140807405114174,0.1462749494239688,7.704924792051315e-05
0418.png,None,1,0,1,0,11,12,0.11662528105080128,0.050360810942947865,0.09763350337743759,6.600655615329742e-05
0227.png,None,0,0,0,0,8,8,0.13404105976223946,0.050404876470565796,0.06786120124161243,5.805213004350662e-05
2117.png,None,0,0,0,0,20,20,0.1265497040003538,0.05032212380319834,0.1583347087725997,8.215568959712982e-05
1830.png,None,0,0,0,0,24,24,0.1378218987956643,0.05042104050517082,0.1990187857300043,8.765514940023422e-05
2669.png,None,0,0,0,0,15,15,0.13380172662436962,0.050098846666514874,0.11842404026538134,7.227901369333267e-05
1161.png,None,0,0,0,0,8,8,0.1356561416760087,0.050918697379529476,0.06956950016319752,5.873013287782669e-05
3357.png,None,0,0,0,0,32,32,0.11944002099335194,0.05084134824573994,0.24780735187232494,0.00010581687092781067
4370.png,None,0,0,0,0,24,24,0.13546153716742992,0.051014319993555546,0.18798210006207228,8.771941065788269e-05
0155.png,None,0,0,0,0,19,19,0.13036342803388834,0.050868162885308266,0.15237866900861263,7.767416536808014e-05
1724.png,None,0,0,0,0,22,22,0.12428719643503428,0.050734453834593296,0.17091550584882498,8.63000750541687e-05
1147.png,None,0,0,0,0,30,30,0.12498968094587326,0.050887092016637325,0.2350770290941,0.00010134000331163406
4301.png,None,0,0,0,0,10,10,0.12229458801448345,0.05149830225855112,0.08299099560827017,6.14440068602562e-05
4577.png,None,0,0,0,0,28,28,0.13736455608159304,0.0510878236964345,0.21504081320017576,9.746849536895752e-05
1030.png,None,0,0,0,0,12,12,0.1426801746711135,0.05085313878953457,0.09909544419497252,6.775651127099991e-05
1381.png,None,0,0,0,0,24,24,0.1288981046527624,0.0507033271715045,0.18682280275970697,8.962862193584442e-05
4761.png,None,0,0,0,0,8,8,0.13579565659165382,0.05088666453957558,0.06897522509098053,5.977507680654526e-05
3812.png,None,0,0,0,0,28,28,0.13272997178137302,0.050875342451035976,0.21727520041167736,9.710155427455902e-05
1066.png,None,1,0,1,0,26,25,0.13926250208169222,0.05087130982428789,0.19314344320446253,8.886866271495819e-05
1667.png,None,0,0,0,0,32,32,0.13767614215612411,0.05084833037108183,0.24698364175856113,0.00010452046990394592
1133.png,None,0,0,0,0,32,32,0.12307890318334103,0.05075568612664938,0.24920778814703226,0.00010465085506439209
3358.png,None,1,0,1,0,32,31,0.13789274729788303,0.050930281169712543,0.24137870874255896,0.00010224338620901108
2967.png,None,0,0,0,0,28,28,0.12311575841158628,0.05168481357395649,0.22542886901646852,9.772740304470062e-05
4691.png,None,0,0,0,0,19,19,0.1382981650531292,0.05093441158533096,0.15166471619158983,7.907859981060028e-05
0952.png,None,0,0,0,0,14,14,0.13755714055150747,0.05102571286261082,0.11239923164248466,7.127504795789719e-05
0986.png,None,0,0,0,0,27,27,0.13556344248354435,0.05076955910772085,0.20820230897516012,9.847711771726608e-05
1346.png,None,0,0,0,0,17,17,0.13715703040361404,0.05100284982472658,0.13376072701066732,7.611699402332306e-05
2774.png,None,1,0,1,0,29,28,0.13833220023661852,0.05082904268056154,0.21570120193064213,9.70764085650444e-05
3585.png,None,0,0,0,0,9,9,0.11972260382026434,0.05110528413206339,0.07746404130011797,6.154179573059082e-05
1568.png,None,0,0,0,0,28,28,0.13386216387152672,0.05087896902114153,0.2158905528485775,9.578000754117966e-05
3264.png,None,0,0,0,0,27,27,0.1364482929930091,0.05107682850211859,0.20800901297479868,9.590946137905121e-05
1336.png,None,1,0,1,0,11,12,0.12145240511745214,0.05114402715116739,0.09843427501618862,6.766896694898605e-05
0847.png,None,0,0,0,0,32,32,0.1251849513500929,0.051056984812021255,0.24681738391518593,0.00010444596409797668
4873.png,None,0,0,0,0,18,18,0.13331652153283358,0.05108383856713772,0.14513109158724546,7.779337465763092e-05
2645.png,None,0,0,0,0,17,17,0.13786247838288546,0.05093998555094004,0.13326237350702286,7.57705420255661e-05
1193.png,None,0,0,0,0,6,6,0.1362217701971531,0.05116190295666456,0.05673035513609648,5.4183416068553925e-05
2293.png,None,0,0,0,0,30,30,0.11963108368217945,0.050694369710981846,0.23427829146385193,0.00010083615779876709
3240.png,None,0,0,0,0,32,32,0.13507447205483913,0.05085550807416439,0.24700033105909824,0.00010233651846647263
2632.png,None,1,0,1,0,30,31,0.12440821342170238,0.05073732789605856,0.24129293113946915,0.00010281521826982498
3176.png,None,0,0,0,0,8,8,0.12609844747930765,0.05163595546036959,0.07001199200749397,5.911197513341904e-05
4441.png,None,0,0,0,0,22,22,0.13845298904925585,0.05105000641196966,0.17462059576064348,8.517596870660782e-05
4871.png,None,0,0,0,0,26,26,0.1373957945033908,0.05077728722244501,0.2008557915687561,9.278114885091782e-05
2738.png,None,0,0,0,0,32,32,0.12206462118774652,0.05092366226017475,0.24961392022669315,0.00010692700743675232
0749.png,None,0,0,0,0,26,26,0.1412821775302291,0.05104787275195122,0.19954137969762087,9.542983025312424e-05
1397.png,None,0,0,0,0,16,16,0.1355751482769847,0.051132943481206894,0.12588269542902708,7.458310574293137e-05
3837.png,None,0,0,0,0,22,22,0.13503864128142595,0.050856783986091614,0.17047472763806581,8.738413453102112e-05
1823.png,None,0,0,0,0,16,16,0.13673303555697203,0.050828239880502224,0.1254790471866727,7.356051355600357e-05
2810.png,None,0,0,0,0,30,30,0.13590764719992876,0.05068912263959646,0.2345522604882717,9.868480265140533e-05
3842.png,None,0,0,0,0,12,12,0.12890883069485426,0.05116595700383186,0.09811852965503931,6.988085806369781e-05
2218.png,None,0,0,0,0,22,22,0.13020628225058317,0.05021193437278271,0.1712809232994914,8.495524525642395e-05
0603.png,None,0,0,0,0,16,16,0.1357336901128292,0.05078458599746227,0.12527501489967108,7.522664964199066e-05
0145.png,None,0,0,0,0,23,23,0.13474501203745604,0.05016583949327469,0.17413365375250578,8.726585656404495e-05
1410.png,None,0,0,0,0,26,26,0.12658792361617088,0.05102974735200405,0.20065203960984945,9.430944919586182e-05
0379.png,None,0,0,0,0,16,16,0.1343033453449607,0.05097595416009426,0.13883783016353846,7.447041571140289e-05
4411.png,None,0,0,0,0,18,18,0.1226341538131237,0.05044479761272669,0.15793062094599009,7.72448256611824e-05
2087.png,None,0,0,0,0,24,24,0.12238793168216944,0.05024963151663542,0.18511465657502413,8.930079638957977e-05
1235.png,None,0,0,0,0,12,12,0.13224787265062332,0.05084891337901354,0.11217942275106907,6.740912795066833e-05
1598.png,None,0,0,0,0,27,27,0.1367004793137312,0.05017094314098358,0.22185413725674152,9.953603148460388e-05
2736.png,None,0,0,0,0,32,32,0.12391662690788507,0.05015685874968767,0.24899343866854906,0.00010486040264368057
0835.png,None,0,0,0,0,23,23,0.13297438621520996,0.05035536736249924,0.18878430593758821,8.743349462747574e-05
4229.png,None,0,0,0,0,8,8,0.1142280949279666,0.05101664736866951,0.0693147387355566,5.942583084106445e-05
2570.png,None,0,0,0,0,30,30,0.13247179985046387,0.05036890599876642,0.24422045331448317,0.00010040216147899628
3419.png,None,0,0,0,0,21,21,0.13674616999924183,0.0508356299251318,0.16417094320058823,0.00013783853501081467
1442.png,None,0,0,0,0,19,19,0.13349803816527128,0.050257520750164986,0.15083233918994665,7.999688386917114e-05
2998.png,None,0,0,0,0,7,7,0.12414126377552748,0.0508567588403821,0.062468698248267174,5.742255598306656e-05
3849.png,None,0,0,0,0,7,7,0.13665151968598366,0.0501251807436347,0.06147585529834032,5.7355500757694244e-05
4159.png,None,0,0,0,0,27,27,0.13551891036331654,0.05076579935848713,0.21051739528775215,9.504333138465881e-05
3023.png,None,0,0,0,0,11,11,0.13926759455353022,0.05027855187654495,0.10066051688045263,6.686616688966751e-05
2912.png,None,0,0,0,0,26,26,0.12099602073431015,0.05071424879133701,0.1991875972598791,9.387172758579254e-05
4852.png,None,0,0,0,0,31,31,0.12891035992652178,0.050332571379840374,0.23774525430053473,0.00010232161730527878
1672.png,None,1,0,0,1,25,25,0.13230835273861885,0.05032151658087969,0.19259430933743715,9.273551404476166e-05
4760.png,None,43,4,28,15,32,26,0.13998036552220583,0.05014537740498781,0.21753407642245293,0.00010427366942167282
2078.png,None,0,0,0,0,25,25,0.13625492807477713,0.050948246382176876,0.19454363361001015,9.200442582368851e-05
3228.png,None,0,0,0,0,30,30,0.13722456526011229,0.051140088587999344,0.24336814507842064,9.958166629076004e-05
3699.png,None,0,0,0,0,22,22,0.13708536699414253,0.050342198461294174,0.18146823719143867,8.672010153532028e-05
0456.png,None,0,0,0,0,30,30,0.12348885927349329,0.05040145851671696,0.2503819642588496,0.00010112673044204712
2228.png,None,0,0,0,0,12,12,0.13319695554673672,0.051254309713840485,0.09889436606317759,6.625335663557053e-05
4498.png,None,0,0,0,0,28,28,0.12267799116671085,0.05082028545439243,0.21577665768563747,9.796395897865295e-05
1971.png,None,0,0,0,0,21,21,0.13330149836838245,0.050143604166805744,0.1766669861972332,8.366908878087997e-05
3813.png,None,0,0,0,0,15,15,0.13118062913417816,0.0504132779315114,0.11916609946638346,7.172767072916031e-05
3704.png,None,0,0,0,0,26,26,0.12140530906617641,0.05035639554262161,0.21233850996941328,9.31229442358017e-05
4402.png,None,0,0,0,0,24,24,0.12085394561290741,0.05037440825253725,0.18622646760195494,9.000860154628754e-05
1418.png,None,0,0,0,0,11,11,0.14028210937976837,0.05083908326923847,0.10125434398651123,6.553251296281815e-05
3372.png,None,0,0,0,0,27,27,0.12851053196936846,0.05048308428376913,0.21011712308973074,0.00012780353426933289
1009.png,None,0,0,0,0,32,32,0.1334216706454754,0.05117423180490732,0.24628539942204952,0.00010287761688232422
0693.png,None,0,0,0,0,19,19,0.12390284147113562,0.0509197972714901,0.15544832032173872,7.974449545145035e-05
3550.png,None,0,0,0,0,20,20,0.12497296463698149,0.050993007607758045,0.16055189911276102,8.432287722826004e-05
0043.png,None,0,0,0,0,28,28,0.11893711797893047,0.05097723565995693,0.21453501097857952,9.646452963352203e-05
4197.png,None,0,0,0,0,30,30,0.12547617219388485,0.05110523384064436,0.24822547379881144,0.00010142568498849869
4413.png,None,0,0,0,0,26,26,0.12726209126412868,0.05076922196894884,0.20024046953767538,9.299162775278091e-05
3149.png,None,0,0,0,0,15,15,0.12885401770472527,0.05086734518408775,0.1207074811682105,7.219426333904266e-05
3378.png,None,0,0,0,0,29,29,0.13444254454225302,0.05085516721010208,0.22218438610434532,0.00012537464499473572
3622.png,None,0,0,0,0,15,15,0.12265615351498127,0.050793751142919064,0.11941778659820557,7.218774408102036e-05
2845.png,None,0,0,0,0,8,8,0.13705293461680412,0.051110900938510895,0.06879403442144394,5.852989852428436e-05
4511.png,None,0,0,0,0,24,24,0.12138247489929199,0.050982581451535225,0.18802432343363762,9.054504334926605e-05
4597.png,None,0,0,0,0,30,30,0.12219454254955053,0.05088344123214483,0.23273308761417866,9.933579713106155e-05
4490.png,None,0,0,0,0,22,22,0.1359899640083313,0.050976235419511795,0.17009927704930305,8.579250425100327e-05
2608.png,None,0,0,0,0,14,14,0.11873781029134989,0.050787207670509815,0.11482765059918165,7.124710828065872e-05
4323.png,None,0,0,0,0,14,14,0.1327957594767213,0.0509999543428421,0.11392705608159304,7.072370499372482e-05
2028.png,None,0,0,0,0,30,30,0.1310789529234171,0.05081800930202007,0.23152695037424564,0.00010011065751314163
1515.png,None,0,0,0,0,9,9,0.1278197579085827,0.05081547051668167,0.07676659990102053,5.988776683807373e-05
3414.png,None,0,0,0,0,32,32,0.12595940846949816,0.05081906449049711,0.24668867234140635,0.00010280217975378036
0570.png,None,0,0,0,0,17,17,0.1289696153253317,0.05091093573719263,0.13422141317278147,7.48559832572937e-05
0061.png,None,0,0,0,0,30,30,0.138051463291049,0.050733317621052265,0.23149015102535486,0.00010156352072954178
1347.png,None,0,0,0,0,6,6,0.12920752819627523,0.05108997784554958,0.05667281523346901,5.5565498769283295e-05
0264.png,None,0,0,0,0,13,13,0.12993882223963737,0.050952302291989326,0.10892002936452627,6.927922368049622e-05
4865.png,None,0,0,0,0,23,23,0.13738145027309656,0.050772687420248985,0.17749353870749474,8.613057434558868e-05
